x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
0.050866571958331885,0.0,0.0,0.005811373735753245,0.0,0.0,0.0,0.05533033813454202,0.04126605415109652,0.055616695260775284,0.03313577208447471,0.0,0.031752607594796256,0.046677339132550344,0.06187965918265581,0.0,0.017103822792293943,0.08861846587562128,0.0,0.0,0.029521173310448567,0.03040718782594576,0.0,0.01780165847223869,0.07845934177860014,0.02546483248673681,0.014221507283004975,0.03275732073905102,0.008818414665110685,0.06276693380952869
0.0,0.008490513676429057,0.0685167572511114,0.019519117891079407,0.031828434753250034,0.09075817449381818,0.010021448557746115,0.017395216115238643,0.010163676300177338,0.008510801908829801,0.05821537961006129,0.005820921870289153,0.03459273349772962,0.06559147107964991,0.06168951765370223,0.000253893715865372,0.029281744620407224,0.026312771090081455,0.023162090247026423,0.11725444189608503,0.0,0.017933853041234293,0.021446920329495356,0.042581794562827735,0.06194001149560924,0.035819081121336804,0.04733217352587382,0.04546680753051824,0.020082896392222382,0.0
0.12557203552947982,0.09710971033987192,0.13102064233530486,0.014445256280188001,0.01039712375052737,0.21467963951005986,0.04621954147374652,0.007732843743014639,0.016901251190896582,0.024791198593036023,0.038429823080315284,0.0016602398406020402,0.03151728287712463,0.07768997579351611,0.09037807154221955,0.04732029904347712,0.03915769312212225,0.07610873020098019,0.019040937905461686,0.22111602920666673,0.034726977954462335,0.04086802971863057,0.043611953433641215,0.054195528300946316,0.06072374215672882,0.02341289462946916,0.0,0.08544459033080876,0.002766113219645927,0.018582733182410216
0.1996844152058983,0.0946567033367125,0.2100165258825668,0.0,0.08870645379539721,0.20543319173577101,0.11057896660418054,0.03827389422137828,0.022486178581407668,0.02268965836759751,0.02847470544683217,0.039845756174450075,0.0271921768592287,0.03156442657190217,0.0,0.13662912909725566,0.054531011490725145,0.036384832707822,0.04226373252413129,0.1775557696673158,0.08872099089032837,0.0023833960188848202,0.01048230288967833,0.035387194573248903,0.0004984710405251391,0.033861702612330014,0.06359870545659962,0.07570433436656554,0.05481361960666087,0.1475414048692163
0.22031141092128492,0.26305908904306197,0.18779572795337995,0.002844689624466934,0.13779126883655413,0.24440172627318635,0.1290047106516754,0.04778897433183049,0.020346457255054462,0.0,0.05262401777930892,0.11591431599669222,0.05653473475924975,0.062055928316983255,0.0990181026178707,0.1706920589771599,0.0167094287608478,0.03816409962395184,0.022818098807714016,0.2753152376073773,0.1484487993326793,0.03285240103264031,0.025819905584084868,0.016556111122264072,0.050873954395958876,0.0,0.12147602516213274,0.04845814181303165,0.018808426871600448,0.2224219975109647
0.2682664801236734,0.35810447306689497,0.28365448265642024,0.05386611113464346,0.12996095434032107,0.30151045680490185,0.18396341264440252,0.011864391685711073,0.04383244609907355,0.05004456163399018,0.02619212548848049,0.10553613658823235,0.022745351159778604,0.0574985523859155,0.07964648364807903,0.17240069506501166,0.035221801665448416,0.05524349438275067,0.03236217501608407,0.24475441755008087,0.22089470346227413,0.022116816083023627,0.02908892642391292,0.0,0.0941811183967518,0.028150317977354344,0.19723560237884286,0.039086276770280204,0.01739679471198774,0.23967286244480634
0.2947626956804059,0.4801847582170997,0.3683949474865118,0.046463263866293625,0.17478424751109523,0.3405933803869472,0.21588176713802376,0.01994337224388909,0.006769415981884963,0.008135838300141529,0.07956421569111471,0.17744401438078738,0.023329605631239314,0.0460029292414057,0.05368836211533523,0.20321104058490924,0.0,0.03325739878916156,0.03169442692800728,0.27834537095734757,0.20079399869802161,0.024692532241760823,0.0421221373787688,0.021350615305042897,0.0189319301191313,0.08365665540667022,0.22159637308699787,0.029500744993063543,0.006686678650796862,0.3433577485575836
0.29236725293675936,0.5083166026160115,0.44978177626550075,0.08342204816857879,0.20793628992800572,0.3240165013359284,0.23653722223381912,0.046367604005733476,0.05488130473366515,0.1219765339146639,0.07379063109057826,0.18665263212015937,0.0597237904159722,0.043622057959031846,0.08435438790496996,0.17998319657937412,0.007541779744178356,0.04724855053053645,0.03197096906549346,0.3002343176705302,0.2783716034909327,0.03110778262112235,0.14249715431316323,0.07111563499580575,0.0,0.1990852518290982,0.23849514546224793,0.08223958931383013,0.0023889159624213008,0.30285204118841635
0.3063239804335034,0.5782532142518688,0.4635040658957763,0.14646547183439718,0.1970319894091599,0.3687902798883351,0.3040982837413,0.045542767339811885,0.030987749922721575,0.20950001624962833,0.0724671183416179,0.18421940611895304,0.01023256789599758,0.05272659148948344,0.05732386814892787,0.23124227921492713,0.11880918975861188,0.022824780880046802,0.0901932064016413,0.3283007185612765,0.28449444489608045,0.032776846691983996,0.1785099740568432,0.13424611711780243,0.04120361620977819,0.21831862326542328,0.2529430104352679,0.044022715118270384,0.0,0.33560965787345
0.34576791062711587,0.5944223308360759,0.4889916998841546,0.16130443759477453,0.2311798301150858,0.3696005356211336,0.2740747752667474,0.07048671187085076,0.0,0.21034586439015746,0.06335597985239927,0.24536597223213996,0.02397877726619546,0.07262168327824803,0.07164532810971203,0.19175837540167784,0.19071768520630794,0.07940860408508033,0.15443192146066242,0.3194028407960323,0.3135802573199302,0.009355001088533488,0.27887427289012345,0.1557104810392811,0.04573970267855376,0.2039928820038539,0.22389117173749384,0.028078756036105323,0.016968161465141796,0.38219333542457745
